,lemma,language,headline,definition,detail,href
293,حامي,ajp,Adjective,(of things) very hot,,/wiki/%D8%AD%D8%A7%D9%85%D9%8A
294,حامي,ajp,Adverb,"strongly, hard","قحّ حامي.
ʔaḥḥ ḥāmi
He coughed hard.",/wiki/%D8%AD%D8%A7%D9%85%D9%8A
295,حامي,ajp,Noun,"protector, guard",,/wiki/%D8%AD%D8%A7%D9%85%D9%8A
296,حبس,ajp,Verb,"to hold, to keep captive","حبس نفسه دقيقتين تحت الميّ.
ḥabas nafso daʔīʔtēn taḥt il-mayy
He held his breath underwater for two minutes.",/wiki/%D8%AD%D8%A8%D8%B3
297,حبطرش,ajp,Adjective,"a lot of, much, many","فيه سيّارات حبطرش قدام القهوة.
fī sayyārāt ḥabaṭraš ʔuddām il-ʔahwe
There are a ton of cars in front of the coffee shop.",/wiki/%D8%AD%D8%A8%D8%B7%D8%B1%D8%B4
298,حبّ,ajp,Verb,"to love, to like","بحبّو بعض.
biḥebbu baʕḍ.
They love each other.
بتحبّ القهوة؟
bitḥebb il-ʔahwe?
Do you like coffee?",
299,حبّ,ajp,Verb,(by extension) to want,"بتحبّ نلتقي بكرا؟
bitḥebb niltaʔi bukra?
Would you like to meet up tomorrow?
انا حابب احكي معك.
ana ḥābeb aḥki maʕak.
I'd like to talk to you.
ما حبّت تتجوّز.
mā ḥabbat titjawwaz.
She didn't want to get married.",
300,حبّ,ajp,Noun,love,,
301,حبّ,ajp,Noun,"(uncountable) seeds, grains, berries",,
302,حبّة,ajp,Noun,"seed, grain, berry","حبّة قمح
ḥabbet ʔamḥ
a grain of wheat",
303,حبّة,ajp,Noun,"measure word for small round things, fruits and vegetables","حبّتين بطاطا
ḥabtēn baṭāṭa
two potatoes",
304,حبّة,ajp,Noun,"pill, tablet","خد تلات حبّات باليوم.
ḵod talat ḥabbāt bil-yōm
Take three pills a day.",
305,حبّة,ajp,Noun,"pimple, pustule",,
306,حدود,ajp,Noun,"plural of حدّ‎ (ḥadd, “limit; border”)",,/wiki/%D8%AD%D8%AF%D9%88%D8%AF
307,حدود,ajp,Noun,border (of a country),"على حدود فلسطين
ʕala ḥdūd falasṭīn
on the Palestinian border",/wiki/%D8%AD%D8%AF%D9%88%D8%AF
308,حرارة,ajp,Noun,"heat, warmth",,/wiki/%D8%AD%D8%B1%D8%A7%D8%B1%D8%A9
309,حرارة,ajp,Noun,temperature,,/wiki/%D8%AD%D8%B1%D8%A7%D8%B1%D8%A9
310,حرارة,ajp,Noun,fever,"إذا أي حدا فينا صار عنده حرارة، لازم نوخده عالطوارئ بسرعة.
ʔiza ʔayy ḥada fīna ṣār ʕindo ḥarāra, lāzem nōḵdu ʕaṭ-ṭawāriʔ bsurʕa
If anyone among us starts to have a fever, we must take them quickly to the ER.",/wiki/%D8%AD%D8%B1%D8%A7%D8%B1%D8%A9
311,حسب,ajp,Preposition,according to,,/wiki/%D8%AD%D8%B3%D8%A8
312,حسب,ajp,Preposition,it depends (on),,/wiki/%D8%AD%D8%B3%D8%A8
313,حسب,ajp,Verb,to count,,/wiki/%D8%AD%D8%B3%D8%A8
314,حسب,ajp,Verb,to charge money,"أحسب كلشي؟
ʔaḥsob kul-ši
Shall I charge you for everything?",/wiki/%D8%AD%D8%B3%D8%A8
315,حسّ,ajp,Verb,(reflexive) to feel,"حاسس حالي بدّي انتق.
ḥāses ḥāli biddi antoʔ.
I feel I want to throw up.
I feel myself I want to throw up.",
316,حسّ,ajp,Verb,(transitive) to feel (physically),"حسّ كيف مبلول قميصي!
ḥess kīf mablūl ʔamīsi!
Feel how wet my shirt is!",
317,حسّ,ajp,Verb,(transitive) to feel (a feeling) (+ ب‎),"بحسّ بالنعس.
baḥess bin-naʕs.
I feel sleepy.
I feel drowsiness.
بتحسّ بوجود الأرواح.
bitḥess bi-wujūd il-ʔarwāḥ.
She feels the presence of spirits.",
318,حسّ,ajp,Verb,"(transitive) to feel, to sense, to perceive (a notion) (+ انّه‎)","حسّيت إنّها ما بتحبّني.
ḥassēt inha mā bitḥebbni.
I sensed that she didn't like me.
إذا شوفير التكسي حسّك جديد في البلد، يمكن كان يستغلّك.
iza šufēr it-taksi ḥassak jdīd fi il-balad, yumken kān yistaḡellak.
If the taxi driver sensed that you were new in town, maybe he would take advantage of you.",
319,حسّ,ajp,Verb,"(+ مع or في‎) to feel for, to sympathize","انا حاسس معك.
ana ḥāses maʕak.
I sympathize with you.
إحنا منحسّ فيك ومنعرف انّك بتمرّ بأوقات صعبة.
eḥna minḥess fīk w mniʕraf innak bitmorr bi-ʔawqat saʕbe.
We feel for you and we know you're going through difficult times.",
320,حضر,ajp,Verb,"to attend, to be present",,/wiki/%D8%AD%D8%B6%D8%B1
321,حضر,ajp,Verb,to watch,"مش لازم تحضر تلفزيون طول الوقت.
miš lāzem tiḥḍar talfizyōn ṭūl il-waʔt.
You shouldn't watch TV all the time.",/wiki/%D8%AD%D8%B6%D8%B1
322,حضّر,ajp,Verb,to prepare,,
323,حطّ,ajp,Verb,to put,"حطّيت الكتاب في شنطتي.
ḥaṭṭēt li-ktāb fi šanṭati.
I put the book in my bag.
مش متذكّر وين حاططها.
miš mitzakker wēn ḥāṭeṭ-ha.
I don't remember where I've put it.
حطّه عالطولة.
ḥoṭṭo ʕaṭ-ṭāwle.
Put it on the table.
حطّ راسه ونام.
ḥaṭṭ rāso w-nām.
He went to sleep.
He put his head down and slept.",
324,حكى,ajp,Verb,"to talk, to speak","ما فيه حدا بحكي عن هيك مواضيع.
mā fī ḥada biḥki ʕan hēk mawāḍīʕ
There isn't anybody who talks about such topics.",/wiki/%D8%AD%D9%83%D9%89
325,حكى,ajp,Verb,to say,,/wiki/%D8%AD%D9%83%D9%89
326,حمى,ajp,Verb,"to protect, to defend","منلبس الكمّامة حتى نحمي حالنا وما ننقل العدوى للآخرين.
mnilbis il-kammāme ḥatta niḥmi ḥālna w ma nonʔol il-ʕadwa lil-ʔāḵrīn
We wear the mask to protect ourselves and to not pass on the infection to others.",/wiki/%D8%AD%D9%85%D9%89
327,حمّص,ajp,Verb,"to roast (coffee, seeds etc.)",,
328,حمّص,ajp,Verb,to toast (bread),,
329,حمّص,ajp,Noun,(uncountable) chickpeas,"حبة حمّص
ḥabbet ḥummoṣ
a chickpea",
330,حمّص,ajp,Noun,hummus,"صحن حمّص
ṣaḥn ḥummoṣ
a plate of hummus",
331,حمّى,ajp,Verb,(transitive) to warm up,,
332,خايف,ajp,Adjective,"afraid, scared","هي خايفة تدرس هندسة نفط ولمّا تتخرّج يخلص النّفط.
hiyye ḵāyfe todros handase nɑfṭ w-lamma titḵarraj yoḵloṣ in-nɑfṭ.
She's afraid of studying petroleum engineering and [then] oil running out when she graduates.",/wiki/%D8%AE%D8%A7%D9%8A%D9%81
333,خبز,ajp,Verb,to bake,,/wiki/%D8%AE%D8%A8%D8%B2
334,خبز,ajp,Noun,(uncountable) bread,"باكل رغيف خبز كل يوم.
bākol rḡīf ḵubz kull yōm
I eat a loaf of bread every day.",/wiki/%D8%AE%D8%A8%D8%B2
335,خبّى,ajp,Verb,(transitive) to hide,"المفتاح كان مخبّى في الصندوق
al-muftāḥ kān mḵabba fi as-ṣandū
The key was hidden in the chest.
وين خبّيته؟
wēn ḵabēto
Where did you hide it?",
336,خربش,ajp,Verb,"to mix up, to shuffle","خربشو كلّ الصفوف وصاحبتي طلعت مش بصفّي.
ḵarbašu kull iṣ-ṣfūf w ṣāḥebti ṭilʕat miš bi-ṣaffi
They shuffled all the classes and my friend turned out not in my class.",/wiki/%D8%AE%D8%B1%D8%A8%D8%B4
337,خربش,ajp,Verb,to scratch,,/wiki/%D8%AE%D8%B1%D8%A8%D8%B4
338,خربش,ajp,Verb,to scribble,,/wiki/%D8%AE%D8%B1%D8%A8%D8%B4
339,خرّف,ajp,Verb,"to rant, to recount, to tell","خرّفنا شو صار معك!
ḵarrefna šū ṣār maʕak!
Tell us what happened to you!",
340,خسر,ajp,Verb,to lose,"خسرو كل شي في القمار.
ḵisru kull-shī fi-l-iqimār
They lost everything gambling.",/wiki/%D8%AE%D8%B3%D8%B1
341,خصم,ajp,Verb,to discount (an item),,/wiki/%D8%AE%D8%B5%D9%85
342,خصم,ajp,Verb,to give a discount (to someone) (+ ل‎),"اخصملي.
oḵṣomlī
Give me a discount.",/wiki/%D8%AE%D8%B5%D9%85
343,خصم,ajp,Noun,"discount, reduction (in price)","المعاش بدون خصم
al-maʔāš bidūn ḵaṣm
gross income (lit. income without deductions)",/wiki/%D8%AE%D8%B5%D9%85
344,خضرة,ajp,Noun,(uncountable) vegetables,"حبة خضرة
ḥabbet ḵuḍra
a vegetable",/wiki/%D8%AE%D8%B6%D8%B1%D8%A9
345,خلّى,ajp,Verb,"to let, to allow","ما بقدرش أخلّي بنتي تلعب مع هدول الولاد بعد هيك.
mā baʔdar-š ʔaḵalli binti tilʕab maʕ hadōl l-ūlād baʕd hēk
I can't let my daughter play with those children anymore.",
346,خلّى,ajp,Verb,(transitive) to leave,,
347,خنزير,ajp,Noun,pig,"خنزير بري
ḵanzīr barri
boar",/wiki/%D8%AE%D9%86%D8%B2%D9%8A%D8%B1
348,خوخ,ajp,Noun,(uncountable) peaches,"حبة خوخ / خوخة
ḥabbet ḵōḵ / ḵōḵe
a peach",/wiki/%D8%AE%D9%88%D8%AE
349,خوخ,ajp,Noun,"(uncountable, regional) plums",,/wiki/%D8%AE%D9%88%D8%AE
350,خيار,ajp,Noun,cucumbers,"خيارة / حبة خيار
ḵyāra / ḥabbet ḵyār
a cucumber",/wiki/%D8%AE%D9%8A%D8%A7%D8%B1
351,خير,ajp,Noun,"goodness, good",,/wiki/%D8%AE%D9%8A%D8%B1
352,خيّر,ajp,Verb,"to make (someone) choose, to give (someone) a choice","إذا لا سمح الله ارتكبت جريمة كبيرة وخيّروك إنّه يحكموا عليك بالإعدام أو السجن المؤبد، إيش بتختار؟
ʔiza la samaḥ ʔaḷḷa rtakabt jarīme kbīre w-ḵayyarūk ʔinno yoḥkomu ʕalēk bil-ʔiʕdām ʔaw is-sijn li-mʔabbad, ʔēš btiḵtār?
If, God forbid, you committed a major crime and you had to choose (literally: they made you choose) [between] them sentencing you to death or life imprisonment, what would you choose?",
353,دار,ajp,Verb,"(intransitive) to revolve, to turn",,/wiki/%D8%AF%D8%A7%D8%B1
354,دار,ajp,Verb,"to roam, to travel around, to wander about",,/wiki/%D8%AF%D8%A7%D8%B1
355,دار,ajp,Verb,"(transitive) to turn, to direct (toward)",,/wiki/%D8%AF%D8%A7%D8%B1
356,دار,ajp,Verb,"to administer, to manage, to run",,/wiki/%D8%AF%D8%A7%D8%B1
357,دار,ajp,Verb,to pour out,"ديرلي شاي!
dīr-li šay
Pour me out some tea!",/wiki/%D8%AF%D8%A7%D8%B1
358,دار,ajp,Noun,"house, home",,/wiki/%D8%AF%D8%A7%D8%B1
359,دار باله,ajp,Verb,"(intransitive) to be careful, to take care (+ على‎)","دير بالك على حالك.
dīr bālak ʕala ḥālak.
Take care of yourself.",/wiki/%D8%AF%D8%A7%D8%B1_%D8%A8%D8%A7%D9%84%D9%87
360,دافي,ajp,Adjective,warm,"الطقس دافي.
iṭ-ṭaʔs dāfi
The weather is warm.",/wiki/%D8%AF%D8%A7%D9%81%D9%8A
361,دخل,ajp,Verb,"to enter, to go in, to come in (+ على‎)","دخل عالعمارة.
daḵal ʕal-ʕamāra.
He went into the building.
صفّو بالطابور وأدخل بالدور.
ṣoffu biṭ-ṭabūr w-ʔodḵol bid-dōr.
Get in the queue and file in one by one.",/wiki/%D8%AF%D8%AE%D9%84
362,دخل,ajp,Verb,to have to do with something (+ في or ب‎),"ما دخلني.
mā daḵal-ni.
It's none of my business.
I have nothing to do with it.
دخل مشكلتي مع المي بالمواسير؟
daḵal muškelti maʕ il-mayy bil-muwasīr?
Does my problem with the water have to do with the pipes?",/wiki/%D8%AF%D8%AE%D9%84
363,دخّل,ajp,Verb,"to bring in, to put in, to let in",,
364,دخّل,ajp,Verb,to deposit (money),,
365,درة,ajp,Noun,"(uncountable) corn, maize","عرنوس درة / كوز درة
ʕarnūs dura / kūz dura
corn cob, ear of corn",/wiki/%D8%AF%D8%B1%D8%A9
366,درجة,ajp,Noun,"step, stair",,/wiki/%D8%AF%D8%B1%D8%AC%D8%A9
367,درجة,ajp,Noun,degree (temperature),"قديش درجة الحرارة؟
ʔaddēš darajit il-ḥarāra
What's the temperature?
What are the degrees of the heat?",/wiki/%D8%AF%D8%B1%D8%AC%D8%A9
368,درجة,ajp,Noun,rank,,/wiki/%D8%AF%D8%B1%D8%AC%D8%A9
369,درس,ajp,Verb,to study,"لازم ندرس الموضوع منيح.
lāzem nodros il-mawḍūʕ mnīḥ.
We must study the subject well.",/wiki/%D8%AF%D8%B1%D8%B3
370,درس,ajp,Verb,(by extension) to learn,,/wiki/%D8%AF%D8%B1%D8%B3
371,درس,ajp,Noun,lesson,,/wiki/%D8%AF%D8%B1%D8%B3
372,درس,ajp,Noun,study,,/wiki/%D8%AF%D8%B1%D8%B3
373,دفا,ajp,Noun,warmth,"الدنيا دفا.
id-dinya dafa
It's warm.
The world is warmth.",/wiki/%D8%AF%D9%81%D8%A7
374,دنيا,ajp,Noun,world,,/wiki/%D8%AF%D9%86%D9%8A%D8%A7
375,دنيا,ajp,Noun,this world (opposed to the hereafter),,/wiki/%D8%AF%D9%86%D9%8A%D8%A7
376,دنيا,ajp,Noun,it (dummy subject for the weather and seasons),,/wiki/%D8%AF%D9%86%D9%8A%D8%A7
377,دور,ajp,Noun,"queue, line",,/wiki/%D8%AF%D9%88%D8%B1
378,دور,ajp,Noun,"role, part",,/wiki/%D8%AF%D9%88%D8%B1
379,دور,ajp,Noun,"time, turn, instance",,/wiki/%D8%AF%D9%88%D8%B1
380,دور,ajp,Noun,(education) course,,/wiki/%D8%AF%D9%88%D8%B1
381,دوّر,ajp,Verb,(transitive) to turn,"بدوّر العجل
bidawwer il ʕajal
He turns the wheel.",
382,دوّر,ajp,Verb,"to search, to look for","دوّرت عليه بس ما لقيتوش
dawwart alē bass mā laʔētoš
I looked for him but I didn't find him.",
383,راح,ajp,Verb,to go,"رحتي لعنده مبارح؟
ruḥti la-ʕendo mbāreḥ?
Did you go to his place yesterday?",/wiki/%D8%B1%D8%A7%D8%AD
384,راح,ajp,Verb,(by extension) to leave,"هو راح من زمان.
huwwe rāḥ min zamān.
He left a long time ago.
He went [since] a long time.",/wiki/%D8%B1%D8%A7%D8%AD
385,راح,ajp,Verb,(auxiliary) Used to express the future tense,,/wiki/%D8%B1%D8%A7%D8%AD
386,رجع,ajp,Verb,"(intransitive) to return, to come back, to go back","لسّا ما رجعوش من عمّان.
lissa mā rijʕūš min ʕammān.
They still haven't come back from Amman.
بحبّ نرجع نحكي كصحاب.
baḥebb nirjaʕ niḥki ka-ṣḥāb.
I'd like for us to go back to talking as friends.
الوضع رجع طبيعي.
il-waḍaʕ rijiʕ ṭabīʕi.
The situation returned to normal.",/wiki/%D8%B1%D8%AC%D8%B9
387,رجّع,ajp,Verb,"(transitive) to return, to give back",,
388,رح,ajp,Particle,"(auxiliary) will, going to","رح أشرب هالقهوة.
raḥ ʔašrab ha-l-ʔahwe.
I'm going to drink this coffee.",/wiki/%D8%B1%D8%AD
389,ردّ,ajp,Verb,"to reply, to respond, to answer (+ على‎)","بسلّم عليه وما بردّ.
basallem ʕalēh w-mā birodd.
I greet him and he doesn't respond.
ردّ على سؤالي، وين كنت مبارح؟
rodd ʕala suʔāli: wēn kunt mbāreḥ?
Answer my question: Where were you yesterday?
ردّ عالتلفون.
radd ʕal-telfōn.
He answered the phone.",
390,ردّ,ajp,Verb,"to listen to, to follow (advice, instructions)",,
391,ردّ,ajp,Verb,to obey (+ على‎),"الولاد لازم يردّو على أهلهم.
l-ūlād lāzem yroddu ʕala ʔahl-hom.
Children must do as they are told by their parents.
Children must obey their parents.",
392,ردّ,ajp,Verb,to close,"ردّ الباب بسرعة!
rodd il-bāb bsurʕa!
Close the door quickly!",
393,رسم,ajp,Verb,to draw,,/wiki/%D8%B1%D8%B3%D9%85
394,رسم,ajp,Noun,"a painting, drawing, sketch",,/wiki/%D8%B1%D8%B3%D9%85
395,رسم,ajp,Noun,"(act of) painting, drawing, sketching","فرشاية الرسم
furšāyet ir-rasm
paintbrush",/wiki/%D8%B1%D8%B3%D9%85
396,رشح,ajp,Verb,to sweat (of a fluid container),"الجرّة برشح.
il-jarra biršaḥ
The jug is sweating.",/wiki/%D8%B1%D8%B4%D8%AD
397,رشح,ajp,Noun,"cold, chill (illness)",,/wiki/%D8%B1%D8%B4%D8%AD
398,رشّح,ajp,Verb,to nominate,,
399,رشّح,ajp,Verb,(reflexive) to run (for office),,
400,رشّح,ajp,Verb,to catch a cold,,
401,رغيف,ajp,Noun,loaf,"رغيف خبز
rḡīf ḵubz
a loaf of bread",/wiki/%D8%B1%D8%BA%D9%8A%D9%81
402,رقبة,ajp,Noun,neck,"قفا الرقبة
ʔafa ir-raʔabe
the nape of the neck
رقبة القنّينة
raʔabet il-ʔannīne
the neck of the bottle",/wiki/%D8%B1%D9%82%D8%A8%D8%A9
403,ركّز,ajp,Verb,"to concentrate, to focus","خلّينا نركّز على هاي النقطة
ḵhallēna nrakkaz ʕala hay an-nuqṭa
Let’s focus on this point.",
404,روح,ajp,Noun,"spirit, soul",,/wiki/%D8%B1%D9%88%D8%AD
405,روّح,ajp,Verb,"to return, to go home","شو رايك السبت تروّح معنا ع حيفا وتضلّك أسبوع؟
šū rāyak is-sabt trawweḥ maʕna ʕa ḥēfa w-tḍallak ʔusbūʕ
What do you say on Saturday you come back with us to Haifa and stay for a week?",
406,زبالة,ajp,Noun,"rubbish, garbage, trash","تنكة زبالة
tanket zbāle
trash can, rubbish bin
سلّة زبالة
sallet zbāle
trash can, rubbish bin
جيبلي كياس زبالة من الدكّان.
jīb-li kyās zbāle min id-dukkān
Bring me some garbage bags from the store.",/wiki/%D8%B2%D8%A8%D8%A7%D9%84%D8%A9
407,زتون,ajp,Noun,olives,"زتونة / حبة زتون
zatūne / ḥabbet zatūn
an olive
زيت زتون
zēt zatūn
olive oil",/wiki/%D8%B2%D8%AA%D9%88%D9%86
408,زرّ,ajp,Noun,"button, knob",,
409,زرّ,ajp,Noun,a single item of certain vegetables,"زر تومة
zirr tōme
a clove of garlic
زر بطاطا
zirr baṭāṭa
a potato",
410,زمان,ajp,Noun,"time, period, era (in the past)","كان عايش على زمان الأتراك.
kān ʕāyeš ʕala zamān il-ʔatrāk
He lived in the Ottoman period.
He was living in the time of the Turks.",/wiki/%D8%B2%D9%85%D8%A7%D9%86
411,زمان,ajp,Noun,(definite) long ago,"انتا متذكر كيف كانت أيّام زمان؟
enta mitzakker kīf kānat ʔayyām zamān?
Do you remember how the old days used to be?
Do you remember how the days of long ago were?",/wiki/%D8%B2%D9%85%D8%A7%D9%86
412,زمان,ajp,Adverb,(in a) long time,"زمان ما رحت على رام الله.
zamān mā ruḥt ʕala rām-allah
I haven't been to Ramallah in a long time.
ما شفته من زمان.
mā šufto min zamān.
I haven't seen him in a long time.
زمان عنّك.
zamān ʕannak
Long time no see.
A long time from you.",/wiki/%D8%B2%D9%85%D8%A7%D9%86
413,زهرة,ajp,Noun,flower,,/wiki/%D8%B2%D9%87%D8%B1%D8%A9
414,زهرة,ajp,Noun,cauliflower,"راس زهرة
rās zahra
a head of cauliflower",/wiki/%D8%B2%D9%87%D8%B1%D8%A9
415,زيت,ajp,Noun,oil,"زيت زتون
zēt zatūn
olive oil",/wiki/%D8%B2%D9%8A%D8%AA
416,سادة,ajp,Adjective,plain,,/wiki/%D8%B3%D8%A7%D8%AF%D8%A9
417,سادة,ajp,Adjective,without milk and sugar (of coffee),"بدّك قهوة سادة ولا مع سكّر.
biddak ʔahwe sāda wila maʕ sukkar
Do you want plain coffee or with sugar?",/wiki/%D8%B3%D8%A7%D8%AF%D8%A9
418,ساعة,ajp,Noun,hour,"قديش الساعة؟
ʔaddēš is-sāʕa?
What time is it?
How much is the hour?
الساعة تنتين.
is-sāʕa tintēn
It's two o'clock.
The hour [is] two.",/wiki/%D8%B3%D8%A7%D8%B9%D8%A9
419,ساعة,ajp,Noun,"clock, watch",,/wiki/%D8%B3%D8%A7%D8%B9%D8%A9
420,ساعد,ajp,Verb,to help,"مسؤوليّتنا إنّه نساعد بعدم انتشار الأمراض المعديّة.
masʔūliyyetna ʔinno nsāʕed bi-ʕadm intišār il-ʔamrāḍ il-moʕdiyye
It's our responsibility to help stop the spread of infectious diseases.
It's our responsibility to help in the non-spread of infectious diseases.",/wiki/%D8%B3%D8%A7%D8%B9%D8%AF
421,سبح,ajp,Verb,to swim,"الناس عم تسبح في البحر.
in-nās ʔam tisbaḥ fi-l-baḥar
People are swimming in the sea.",/wiki/%D8%B3%D8%A8%D8%AD
422,سبّب,ajp,Verb,"to cause, to produce, to bring about","التضخم المالي بسبّب لمجتمعنا الاستقرار.
il-taḍaḵḵom al-māli bisabbeb la-mujtamʕana al-istaqrār
Inflation brings about instability in our society.
الطقس سبّب هالتّأخير.
il-taʕs sabbab ha-t-tʕaḵīr
The weather caused this delay.",
423,سحب,ajp,Verb,to pull,,/wiki/%D8%B3%D8%AD%D8%A8
424,سحب,ajp,Verb,"to withdraw, to take out (money)","لازم أطلع عالقدس أسحب مصاري.
lāzem ʔaṭlaʕ ʕal-ʔuds ʔasḥab maṣāri
I have to go to Jerusalem to withdraw some money.",/wiki/%D8%B3%D8%AD%D8%A8
425,سحل,ajp,Verb,(intransitive) to slip off,,/wiki/%D8%B3%D8%AD%D9%84
426,سحّل,ajp,Verb,"(transitive) to pull down, to slip down","سحّلت كمّامتي شويّ وفجأة طلعتلي الشرطة وسلختني ستّين دينار.
saḥḥalt kammāmti šwayy w-fajʔa ṭilʕat-li š-šurṭa w-salḵat-ni sittīn dinār.
I pulled down my mask a bit and all of a sudden the police appeared before me an slapped me with a sixty dinar fine.",
427,سعر,ajp,Noun,price,"شو سعر كيلو بطاطا؟
šū siʕr kīlo baṭāṭa?
What's the price of a kilo of potatoes?",/wiki/%D8%B3%D8%B9%D8%B1
428,سعيد,ajp,Adjective,happy (used in wishes and describing things),"القصة إلها نهاية سعيدة.
il-ʔuṣṣa ʔilha nihāye saʕīde
The story has a happy end.
نهارك سعيد!
nhārak saʕīd!
Have a nice day!",/wiki/%D8%B3%D8%B9%D9%8A%D8%AF
429,سفينة,ajp,Noun,ship,"سفينة فضاء
safīnet faḍāʔ
spaceship",/wiki/%D8%B3%D9%81%D9%8A%D9%86%D8%A9
430,سكر,ajp,Verb,to get drunk,,/wiki/%D8%B3%D9%83%D8%B1
431,سكن,ajp,Verb,to reside (somewhere),"بدّي اسكن لحالي.
biddi askon la-ḥāli.
I want to live by myself.
احنا ساكنين في نفس البيت.
eḥna sāknīn fi nafs il-bēt.
We live in the same house.",/wiki/%D8%B3%D9%83%D9%86
432,سكّر,ajp,Verb,to close,,
433,سكّر,ajp,Verb,(by extension) to lock,"سكّر الباب بالمفتاح.
sakkar il-bāb bil-muftāḥ
He locked the door with the key.",
434,سكّر,ajp,Verb,(by extension) to hang up (the phone),,
435,سكّر,ajp,Noun,sugar,,
436,سلسلة,ajp,Noun,chain,"سلسلة جبال
silsilet jbāl
mountain range",/wiki/%D8%B3%D9%84%D8%B3%D9%84%D8%A9
437,سلسلة,ajp,Noun,series,,/wiki/%D8%B3%D9%84%D8%B3%D9%84%D8%A9
438,سلّة,ajp,Noun,"basket, bin","سلّة زبالة
sallet zbāle
trash can, rubbish bin",
439,سمع,ajp,Verb,to hear,"هو شخص عصبي حسب ما بسمع.
huwwe šaḵṣ ʕaṣabi ḥasab-ma basmaʕ.
He's an irritable person, according to what I hear.
الصوت واطي كتير، انا مش سامع.
iṣ-ṣōt wāṭi ktīr, ana miš sāmeʕ.
The volume is too low, I can't hear.
The volume is very low, I'm not hearing.",/wiki/%D8%B3%D9%85%D8%B9
440,سمع,ajp,Verb,to listen (+ لـ‎),"انا بسمع لفيروز بالصبح.
ana basmaʕ la-fayrūz biṣ-ṣubḥ.
I listen to Fayrouz in the morning.",/wiki/%D8%B3%D9%85%D8%B9
441,سمّى,ajp,Verb,"to name, to call","هادي بالعربي منسمّيها علبة.
hādi bil-ʕarabi minsammīha ʕolbe
In Arabic we call this ""ʕolbe"" (a tin).
هادا بتسمّيه كتير؟
hāda bitsammī ktīr
You call that a lot?",
442,سن,ajp,Noun,tooth,"فرشاية السنان
furšāyet is-snān
toothbrush",/wiki/%D8%B3%D9%86
443,سهل,ajp,Verb,to be easy,"بدّنا نقسّم الخطوات على جزئين عشان يسهلو عليكم.
biddna nʔassim il-ḵuṭwāt ʕala juzʔēn ʕašān yshalu ʕalēkom
We're going to split up the steps into two parts so they'll be easy for you.",/wiki/%D8%B3%D9%87%D9%84
444,سهل,ajp,Adjective,"easy, convenient",,/wiki/%D8%B3%D9%87%D9%84
445,سهّل,ajp,Verb,"to make (something) easy, to ease",,
446,سيرة,ajp,Noun,"story, tale",,/wiki/%D8%B3%D9%8A%D8%B1%D8%A9
447,سيرة,ajp,Noun,"matter, topic, subject","شو السيرة؟
šū s-sīre
What's the matter?
على سيرة المطاعم، شو أحسن وأطيب مطعم؟
ʕala sīret il-maṭāʕem, šu ʔaḥsan w-ʔaṭyab maṭʕam?
Speaking of restaurants, which is the best and most delicious restaurant?
On the topic of restaurants, which is the best and most delicious restaurant?",/wiki/%D8%B3%D9%8A%D8%B1%D8%A9
448,سيّارة,ajp,Noun,"car, automobile",,
449,سِتْيَانة,ajp,Noun,bra,"الله يخزيها شوفي كيف حز الستيانة مبين من تحت الجلباب.
alla yiḵzīha šūfi kīf ḥizz is-sityāne mbayyin min taḥt il-jilbāb.",
450,شاحن,ajp,Noun,charger (device that charges or recharges a battery),"حطّيت تلفوني عالشاحن قبل ما نمت.
ḥaṭṭēt talefōni ʕa-š-šāḥin ʔabl ma nimt.
I put my phone on the charger before I slept.",/wiki/%D8%B4%D8%A7%D8%AD%D9%86
451,شارع,ajp,Noun,street,,/wiki/%D8%B4%D8%A7%D8%B1%D8%B9
452,شارك,ajp,Verb,to share,"ما تنسو تشاركو الفيديو مع صحابكم.
mā tinsu tšāreku il-vidyo maʕ ṣḥābkom.
Don't forget to share the video with your friends.",/wiki/%D8%B4%D8%A7%D8%B1%D9%83
453,شارك,ajp,Verb,"to participate, to take part, to join in",,/wiki/%D8%B4%D8%A7%D8%B1%D9%83
454,شاف,ajp,Verb,to see,"بشوفها كل يوم بالمكتب.
bašūfha kull yōm bil-maktab.
I see her every day at the office.
انتا شايف الزلمة اللي واقف هناك.
enta šāyef iz-zalame lli wāʔef honāk?
Do you see the guy standing over there?",/wiki/%D8%B4%D8%A7%D9%81
455,شاف,ajp,Verb,"(by extension) to consider, to find (something to be)",,/wiki/%D8%B4%D8%A7%D9%81
456,شاهد,ajp,Verb,"(formal) to watch, to view",,/wiki/%D8%B4%D8%A7%D9%87%D8%AF
457,شاهد,ajp,Noun,witness,"شاهد عيان
šāhed ʕayān
eyewitness",/wiki/%D8%B4%D8%A7%D9%87%D8%AF
458,شاهد,ajp,Noun,"index finger, forefinger",,/wiki/%D8%B4%D8%A7%D9%87%D8%AF
459,شتّى,ajp,Verb,to rain,"(الدنيا) عم بتشتّي.
(id-dinya) ʕam bitšatti.
It's raining.",
460,شدّة,ajp,Noun,shadda (Arabic diacritic indicating a geminated consonant),,
461,شدّة,ajp,Noun,"cards, card game",,
462,شدّة,ajp,Noun,deck of cards,"ورقة شدّة
waraʔet šadde
a playing card",
463,شدّة,ajp,Noun,"a time of misfortune, hardship, discomfort",,
